,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
2470,Kepler-215 c,1608.0,3.78 Earths,13.555,2014,Super Earth,1.77 x Earth,0.113 AU,14.7 days,0.0,Kepler-215,Transit,,,,,,,,,,,0.145,0.036,-0.036,0.0,,,,,0,1,0,1,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,492.9,3.73,-3.73,0.0,492.9,3.73,-3.73,0.0,13.58,,0.0,Kepler-band,13.555,,0.0,5739.0,164.0,-164.0,0.0,,,,,1.03,0.24,-0.24,0.0,2014-05-14,Kepler
2471,Kepler-215 d,1608.0,23.6 Earths,13.555,2014,Super Earth,0.213 x Jupiter,0.185 AU,30.9 days,0.0,Kepler-215,Transit,,,,,,,,,,,0.158,0.037,-0.037,0.0,,,,,0,1,0,1,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,492.9,3.73,-3.73,0.0,492.9,3.73,-3.73,0.0,13.58,,0.0,Kepler-band,13.555,,0.0,5739.0,164.0,-164.0,0.0,,,,,1.03,0.24,-0.24,0.0,2014-05-14,Kepler
2472,Kepler-215 e,1608.0,3.71 Earths,13.555,2014,Super Earth,1.75 x Earth,0.314 AU,68.2 days,0.0,Kepler-215,Transit,,,,,,,,,,,0.213,0.049,-0.049,0.0,,,,,1,1,0,1,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,492.9,3.73,-3.73,0.0,492.9,3.73,-3.73,0.0,13.58,,0.0,Kepler-band,13.555,,0.0,5739.0,164.0,-164.0,0.0,,,,,1.03,0.24,-0.24,0.0,2014-05-14,Kepler
2473,Kepler-216 b,4010.0,6.12 Earths,13.961,2014,Neptune-like,0.21 x Jupiter,0.079 AU,7.7 days,0.0,Kepler-215,Transit,,,,,,,,,,,0.156,0.037,-0.037,0.0,,,,,0,1,0,1,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,492.9,3.73,-3.73,0.0,492.9,3.73,-3.73,0.0,13.58,,0.0,Kepler-band,13.555,,0.0,5739.0,164.0,-164.0,0.0,,,,,1.03,0.24,-0.24,0.0,2014-05-14,Kepler
2474,Kepler-216 c,4010.0,9.48 Earths,13.961,2014,Neptune-like,0.271 x Jupiter,0.136 AU,17.4 days,0.0,Kepler-216,Transit,,,,,,,,,,,0.21,0.041,-0.041,0.0,,,,,0,1,0,1,19h34m54.74s,293.728072,+46d07m45.0s,46.129154,1229.44,22.78,-22.78,0.0,1229.44,22.78,-22.78,0.0,13.998,,0.0,Kepler-band,13.961,,0.0,6091.0,120.0,-120.0,0.0,,,,,1.26,0.24,-0.24,0.0,2014-05-14,Kepler
2475,Kepler-217 b,3722.0,5.6 Earths,13.121,2014,Neptune-like,2.23 x Earth,0.065 AU,5.4 days,0.0,Kepler-216,Transit,,,,,,,,,,,0.271,0.053,-0.053,0.0,,,,,0,1,0,1,19h34m54.74s,293.728072,+46d07m45.0s,46.129154,1229.44,22.78,-22.78,0.0,1229.44,22.78,-22.78,0.0,13.998,,0.0,Kepler-band,13.961,,0.0,6091.0,120.0,-120.0,0.0,,,,,1.26,0.24,-0.24,0.0,2014-05-14,Kepler
2476,Kepler-217 c,3722.0,4.08 Earths,13.121,2014,Super Earth,1.85 x Earth,0.089 AU,8.6 days,0.0,Kepler-217,Transit,,,,,,,,,,,0.199,0.029,-0.029,0.0,,,,,0,1,0,1,19h32m09.06s,293.037744,+46d16m39.0s,46.277508,1140.95,17.61,-17.61,0.0,1140.95,17.61,-17.61,0.0,13.294,,0.0,Kepler-band,13.121,,0.0,6171.0,109.0,-109.0,0.0,,,,,1.8,0.26,-0.26,0.0,2014-05-14,Kepler
2477,Kepler-217 d,3722.0,2.3 Earths,13.121,2016,Super Earth,1.32 x Earth,Unknown,3.9 days,0.0,Kepler-217,Transit,,,,,,,,,,,0.165,0.024,-0.024,0.0,,,,,0,1,0,1,19h32m09.06s,293.037744,+46d16m39.0s,46.277508,1140.95,17.61,-17.61,0.0,1140.95,17.61,-17.61,0.0,13.294,,0.0,Kepler-band,13.121,,0.0,6171.0,109.0,-109.0,0.0,,,,,1.8,0.26,-0.26,0.0,2014-05-14,Kepler
2478,Kepler-218 b,2182.0,2.79 Earths,13.907,2014,Super Earth,1.48 x Earth,0.046 AU,3.6 days,0.0,Kepler-217,Transit,,,,,,,,,,,0.118,0.032,-0.024,0.0,,,,,0,1,0,1,19h32m09.06s,293.037744,+46d16m39.0s,46.277508,1140.95,17.61,-17.61,0.0,1140.95,17.61,-17.61,0.0,13.294,,0.0,Kepler-band,13.121,,0.0,6171.0,109.0,-109.0,0.0,,,,,1.8,0.26,-0.26,0.0,2016-05-10,Kepler
2479,Kepler-218 c,2182.0,10 Earths,13.907,2014,Neptune-like,0.28 x Jupiter,0.248 AU,44.7 days,0.0,Kepler-218,Transit,,,,,,,,,,,0.132,0.011,-0.011,0.0,,,,,0,1,0,1,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,669.02,6.55,-6.55,0.0,669.02,6.55,-6.55,0.0,13.967,,0.0,Kepler-band,13.907,,0.0,5502.0,74.0,-74.0,0.0,,,,,1.06,0.08,-0.08,0.0,2014-05-14,Kepler
2480,Kepler-218 d,2182.0,7.56 Earths,13.907,2016,Neptune-like,0.237 x Jupiter,Unknown,124.5 days,0.0,Kepler-218,Transit,,,,,,,,,,,0.28,0.023,-0.023,0.0,,,,,0,1,0,1,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,669.02,6.55,-6.55,0.0,669.02,6.55,-6.55,0.0,13.967,,0.0,Kepler-band,13.907,,0.0,5502.0,74.0,-74.0,0.0,,,,,1.06,0.08,-0.08,0.0,2014-05-14,Kepler
2481,Kepler-219 b,2627.0,9.01 Earths,13.718,2014,Neptune-like,0.263 x Jupiter,0.057 AU,4.6 days,0.0,Kepler-218,Transit,,,,,,,,,,,0.237,0.025,-0.016,0.0,,,,,0,1,0,1,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,669.02,6.55,-6.55,0.0,669.02,6.55,-6.55,0.0,13.967,,0.0,Kepler-band,13.907,,0.0,5502.0,74.0,-74.0,0.0,,,,,1.06,0.08,-0.08,0.0,2016-05-10,Kepler
2482,Kepler-219 c,2627.0,12.5 Earths,13.718,2014,Neptune-like,0.319 x Jupiter,0.165 AU,22.7 days,0.0,Kepler-219,Transit,,,,,,,,,,,0.263,0.044,-0.044,0.0,,,,,0,1,0,1,19h14m57.36s,288.73898,+46d45m45.2s,46.762558,805.3,10.99,-10.99,0.0,805.3,10.99,-10.99,0.0,13.764,,0.0,Kepler-band,13.718,,0.0,5786.0,100.0,-100.0,0.0,,,,,1.49,0.25,-0.25,0.0,2014-05-14,Kepler
2483,Kepler-219 d,2627.0,19.1 Earths,13.718,2014,Super Earth,0.251 x Jupiter,0.272 AU,47.9 days,0.0,Kepler-219,Transit,,,,,,,,,,,0.319,0.054,-0.054,0.0,,,,,0,1,0,1,19h14m57.36s,288.73898,+46d45m45.2s,46.762558,805.3,10.99,-10.99,0.0,805.3,10.99,-10.99,0.0,13.764,,0.0,Kepler-band,13.718,,0.0,5786.0,100.0,-100.0,0.0,,,,,1.49,0.25,-0.25,0.0,2014-05-14,Kepler
2484,Kepler-21 b,355.0,5.08 Earths,8.25,2012,Super Earth,1.639 x Earth,0.042717 AU,2.8 days,0.02,Kepler-219,Transit,,,,,,,,,,,0.251,0.043,-0.043,0.0,,,,,0,1,0,1,19h14m57.36s,288.73898,+46d45m45.2s,46.762558,805.3,10.99,-10.99,0.0,805.3,10.99,-10.99,0.0,13.764,,0.0,Kepler-band,13.718,,0.0,5786.0,100.0,-100.0,0.0,,,,,1.49,0.25,-0.25,0.0,2014-05-14,Kepler
2485,Kepler-220 b,561.0,0.457 Earths,12.857,2014,Terrestrial,0.81 x Earth,0.046 AU,4.2 days,0.0,Kepler-22,Transit,0.0,89.764,0.025,-0.042,0.0,0.113,,,1.0,Mass,0.212,0.012,-0.012,0.0,14.7,,,1.0,0,1,0,1,19h16m52.20s,289.217484,+47d53m04.1s,47.884464,190.0,,,0.0,195.74,0.93,-0.93,0.0,11.664,,0.0,Kepler-band,11.644,,0.0,5518.0,44.0,-44.0,0.0,0.97,0.06,-0.06,0.0,0.98,0.02,-0.02,0.0,2014-05-14,Kepler
2486,Kepler-220 c,561.0,3.09 Earths,12.857,2014,Super Earth,1.57 x Earth,0.076 AU,9 days,0.0,Kepler-220,Transit,,,,,,,,,,,0.072,0.004,-0.004,0.0,,,,,0,1,0,1,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,171.96,0.64,-0.64,0.0,171.96,0.64,-0.64,0.0,13.177,,0.0,Kepler-band,12.857,,0.0,4632.0,100.0,-100.0,0.0,,,,,0.67,0.03,-0.03,0.0,2014-05-14,Kepler
2487,Kepler-220 d,561.0,0.904 Earths,12.857,2014,Terrestrial,0.98 x Earth,0.163 AU,28.1 days,0.0,Kepler-220,Transit,,,,,,,,,,,0.14,0.008,-0.008,0.0,,,,,0,1,0,1,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,171.96,0.64,-0.64,0.0,171.96,0.64,-0.64,0.0,13.177,,0.0,Kepler-band,12.857,,0.0,4632.0,100.0,-100.0,0.0,,,,,0.67,0.03,-0.03,0.0,2014-05-14,Kepler
2488,Kepler-220 e,561.0,2.33 Earths,12.857,2014,Super Earth,1.33 x Earth,0.226 AU,45.9 days,0.0,Kepler-220,Transit,,,,,,,,,,,0.087,0.005,-0.005,0.0,,,,,0,1,0,1,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,171.96,0.64,-0.64,0.0,171.96,0.64,-0.64,0.0,13.177,,0.0,Kepler-band,12.857,,0.0,4632.0,100.0,-100.0,0.0,,,,,0.67,0.03,-0.03,0.0,2014-05-14,Kepler
2489,Kepler-221 b,1271.0,3.57 Earths,13.749,2014,Super Earth,1.71 x Earth,0.037 AU,2.8 days,0.0,Kepler-220,Transit,,,,,,,,,,,0.119,0.011,-0.011,0.0,,,,,0,1,0,1,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,171.96,0.64,-0.64,0.0,171.96,0.64,-0.64,0.0,13.177,,0.0,Kepler-band,12.857,,0.0,4632.0,100.0,-100.0,0.0,,,,,0.67,0.03,-0.03,0.0,2014-05-14,Kepler
2490,Kepler-221 c,1271.0,15.1 Earths,13.749,2014,Super Earth,0.261 x Jupiter,0.059 AU,5.7 days,0.0,Kepler-221,Transit,,,,,,,,,,,0.153,0.015,-0.015,0.0,,,,,0,1,0,1,19h46m37.14s,296.654765,+46d50m07.0s,46.83527,389.55,2.88,-2.88,0.0,389.55,2.88,-2.88,0.0,13.749,,0.0,Kepler-band,13.749,,0.0,5243.0,100.0,-100.0,0.0,,,,,0.82,0.07,-0.07,0.0,2014-05-14,Kepler
2491,Kepler-221 d,1271.0,7.9 Earths,13.749,2014,Neptune-like,0.244 x Jupiter,0.087 AU,10 days,0.0,Kepler-221,Transit,,,,,,,,,,,0.261,0.024,-0.024,0.0,,,,,0,1,0,1,19h46m37.14s,296.654765,+46d50m07.0s,46.83527,389.55,2.88,-2.88,0.0,389.55,2.88,-2.88,0.0,13.749,,0.0,Kepler-band,13.749,,0.0,5243.0,100.0,-100.0,0.0,,,,,0.82,0.07,-0.07,0.0,2014-05-14,Kepler
2492,Kepler-221 e,1271.0,7.41 Earths,13.749,2014,Neptune-like,0.235 x Jupiter,0.13 AU,18.4 days,0.0,Kepler-221,Transit,,,,,,,,,,,0.244,0.022,-0.022,0.0,,,,,0,1,0,1,19h46m37.14s,296.654765,+46d50m07.0s,46.83527,389.55,2.88,-2.88,0.0,389.55,2.88,-2.88,0.0,13.749,,0.0,Kepler-band,13.749,,0.0,5243.0,100.0,-100.0,0.0,,,,,0.82,0.07,-0.07,0.0,2014-05-14,Kepler
2493,Kepler-222 b,2530.0,10.1 Earths,15.06,2014,Neptune-like,0.282 x Jupiter,0.048 AU,3.9 days,0.0,Kepler-221,Transit,,,,,,,,,,,0.235,0.022,-0.022,0.0,,,,,1,1,0,1,19h46m37.14s,296.654765,+46d50m07.0s,46.83527,389.55,2.88,-2.88,0.0,389.55,2.88,-2.88,0.0,13.749,,0.0,Kepler-band,13.749,,0.0,5243.0,100.0,-100.0,0.0,,,,,0.82,0.07,-0.07,0.0,2014-05-14,Kepler
2494,Kepler-222 c,2530.0,19.4 Earths,15.06,2014,Neptune-like,0.414 x Jupiter,0.091 AU,10.1 days,0.0,Kepler-222,Transit,,,,,,,,,,,0.282,0.125,-0.125,0.0,,,,,0,1,0,1,19h11m37.46s,287.9061,+46d56m16.0s,46.937767,775.61,15.32,-15.32,0.0,775.61,15.32,-15.32,0.0,15.063,,0.0,Kepler-band,15.06,,0.0,5433.0,200.0,-200.0,0.0,,,,,0.87,0.38,-0.38,0.0,2014-05-14,Kepler
2495,Kepler-222 d,2530.0,13.2 Earths,15.06,2014,Neptune-like,0.329 x Jupiter,0.18 AU,28.1 days,0.0,Kepler-222,Transit,,,,,,,,,,,0.414,0.185,-0.185,0.0,,,,,1,1,0,1,19h11m37.46s,287.9061,+46d56m16.0s,46.937767,775.61,15.32,-15.32,0.0,775.61,15.32,-15.32,0.0,15.063,,0.0,Kepler-band,15.06,,0.0,5433.0,200.0,-200.0,0.0,,,,,0.87,0.38,-0.38,0.0,2014-05-14,Kepler
2496,Kepler-223 b,6395.0,7.4 Earths,15.395,2014,Neptune-like,0.267 x Jupiter,0.073 AU,7.4 days,0.08,Kepler-222,Transit,,,,,,,,,,,0.329,0.145,-0.145,0.0,,,,,1,1,0,1,19h11m37.46s,287.9061,+46d56m16.0s,46.937767,775.61,15.32,-15.32,0.0,775.61,15.32,-15.32,0.0,15.063,,0.0,Kepler-band,15.06,,0.0,5433.0,200.0,-200.0,0.0,,,,,0.87,0.38,-0.38,0.0,2014-05-14,Kepler
2497,Kepler-223 c,6395.0,5.1 Earths,15.395,2014,Neptune-like,0.307 x Jupiter,0.088 AU,9.8 days,0.15,Kepler-223,Transit,0.0,90.0,,-1.8,0.0,0.02328,0.00409,-0.00346,0.0,Mass,0.267,0.016,-0.024,0.0,1.54,0.63,-0.35,0.0,1,1,0,1,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,1960.49,120.21,-120.21,0.0,1960.49,120.21,-120.21,0.0,15.344,,0.0,Kepler-band,15.395,,0.0,,,,,1.12,0.09,-0.07,0.0,1.72,0.07,-0.14,0.0,2016-08-04,Kepler
2498,Kepler-223 d,6395.0,8 Earths,15.395,2014,Neptune-like,0.467 x Jupiter,0.116 AU,14.8 days,0.04,Kepler-223,Transit,0.0,90.0,,-1.3,0.0,0.01605,0.00535,-0.00346,0.0,Mass,0.307,0.018,-0.027,0.0,0.71,0.33,-0.2,0.0,1,1,0,1,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,1960.49,120.21,-120.21,0.0,1960.49,120.21,-120.21,0.0,15.344,,0.0,Kepler-band,15.395,,0.0,,,,,1.12,0.09,-0.07,0.0,1.72,0.07,-0.14,0.0,2016-08-04,Kepler
2499,Kepler-223 e,6395.0,4.8 Earths,15.395,2014,Neptune-like,0.41 x Jupiter,0.14 AU,19.7 days,0.05,Kepler-223,Transit,0.0,87.94,0.32,-0.26,0.0,0.02517,0.00472,-0.00409,0.0,Mass,0.467,0.023,-0.04,0.0,0.31,0.12,-0.07,0.0,1,1,0,1,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,1960.49,120.21,-120.21,0.0,1960.49,120.21,-120.21,0.0,15.344,,0.0,Kepler-band,15.395,,0.0,,,,,1.12,0.09,-0.07,0.0,1.72,0.07,-0.14,0.0,2016-08-04,Kepler
2500,Kepler-224 b,2609.0,2.51 Earths,15.636,2014,Super Earth,1.39 x Earth,0.038 AU,3.1 days,0.0,Kepler-223,Transit,0.0,88.0,0.27,-0.21,0.0,0.0151,0.0044,-0.00378,0.0,Mass,0.41,0.024,-0.037,0.0,0.28,0.12,-0.08,0.0,1,1,0,1,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,1960.49,120.21,-120.21,0.0,1960.49,120.21,-120.21,0.0,15.344,,0.0,Kepler-band,15.395,,0.0,,,,,1.12,0.09,-0.07,0.0,1.72,0.07,-0.14,0.0,2016-08-04,Kepler
2501,Kepler-224 c,2609.0,9.91 Earths,15.636,2014,Neptune-like,0.278 x Jupiter,0.058 AU,5.9 days,0.0,Kepler-224,Transit,,,,,,,,,,,0.124,0.008,-0.008,0.0,,,,,0,1,0,1,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,799.75,18.98,-18.98,0.0,799.75,18.98,-18.98,0.0,15.644,,0.0,Kepler-band,15.636,,0.0,5018.0,100.0,-100.0,0.0,,,,,0.68,0.04,-0.04,0.0,2014-05-14,Kepler
2502,Kepler-224 d,2609.0,5.9 Earths,15.636,2014,Neptune-like,0.205 x Jupiter,0.089 AU,11.3 days,0.0,Kepler-224,Transit,,,,,,,,,,,0.278,0.023,-0.023,0.0,,,,,0,1,0,1,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,799.75,18.98,-18.98,0.0,799.75,18.98,-18.98,0.0,15.644,,0.0,Kepler-band,15.636,,0.0,5018.0,100.0,-100.0,0.0,,,,,0.68,0.04,-0.04,0.0,2014-05-14,Kepler
2503,Kepler-224 e,2609.0,4.54 Earths,15.636,2014,Super Earth,1.97 x Earth,0.124 AU,18.6 days,0.0,Kepler-224,Transit,,,,,,,,,,,0.205,0.012,-0.012,0.0,,,,,0,1,0,1,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,799.75,18.98,-18.98,0.0,799.75,18.98,-18.98,0.0,15.644,,0.0,Kepler-band,15.636,,0.0,5018.0,100.0,-100.0,0.0,,,,,0.68,0.04,-0.04,0.0,2014-05-14,Kepler
2504,Kepler-225 b,1859.0,1.87 Earths,15.95,2014,Super Earth,1.2 x Earth,0.056 AU,6.7 days,0.0,Kepler-224,Transit,,,,,,,,,,,0.176,0.013,-0.013,0.0,,,,,0,1,0,1,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,799.75,18.98,-18.98,0.0,799.75,18.98,-18.98,0.0,15.644,,0.0,Kepler-band,15.636,,0.0,5018.0,100.0,-100.0,0.0,,,,,0.68,0.04,-0.04,0.0,2014-05-14,Kepler
2505,Kepler-225 c,1859.0,4.04 Earths,15.95,2014,Super Earth,1.84 x Earth,0.111 AU,18.8 days,0.0,Kepler-225,Transit,,,,,,,,,,,0.107,0.006,-0.006,0.0,,,,,0,1,0,1,19h28m46.56s,292.193984,+47d27m25.5s,47.457096,569.99,12.72,-12.72,0.0,569.99,12.72,-12.72,0.0,15.962,,0.0,Kepler-band,15.95,,0.0,3682.0,150.0,-150.0,0.0,,,,,0.48,0.02,-0.02,0.0,2014-05-14,Kepler
2506,Kepler-226 b,3289.0,24 Earths,15.403,2014,Super Earth,1.55 x Earth,0.047 AU,3.9 days,0.0,Kepler-225,Transit,,,,,,,,,,,0.164,0.009,-0.009,0.0,,,,,0,1,0,1,19h28m46.56s,292.193984,+47d27m25.5s,47.457096,569.99,12.72,-12.72,0.0,569.99,12.72,-12.72,0.0,15.962,,0.0,Kepler-band,15.95,,0.0,3682.0,150.0,-150.0,0.0,,,,,0.48,0.02,-0.02,0.0,2014-05-14,Kepler
2507,Kepler-226 c,3289.0,0.142 Jupiters,15.403,2014,Super Earth,0.203 x Jupiter,0.058 AU,5.3 days,0.0,Kepler-226,Transit,,,,,,,,,,,0.138,0.055,-0.055,0.0,,,,,0,1,0,1,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,1008.14,27.2,-27.2,0.0,1008.14,27.2,-27.2,0.0,15.416,,0.0,Kepler-band,15.403,,0.0,5571.0,200.0,-200.0,0.0,,,,,0.8,0.32,-0.32,0.0,2014-05-14,Kepler
2508,Kepler-226 d,3289.0,1.98 Earths,15.403,2014,Super Earth,1.22 x Earth,0.076 AU,8.1 days,0.0,Kepler-226,Transit,,,,,,,,,,,0.203,0.08,-0.08,0.0,,,,,0,1,0,1,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,1008.14,27.2,-27.2,0.0,1008.14,27.2,-27.2,0.0,15.416,,0.0,Kepler-band,15.403,,0.0,5571.0,200.0,-200.0,0.0,,,,,0.8,0.32,-0.32,0.0,2014-05-14,Kepler
2509,Kepler-227 b,3645.0,9.85 Earths,15.323,2014,Neptune-like,0.277 x Jupiter,0.09 AU,9.5 days,0.0,Kepler-226,Transit,,,,,,,,,,,0.109,0.044,-0.044,0.0,,,,,0,1,0,1,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,1008.14,27.2,-27.2,0.0,1008.14,27.2,-27.2,0.0,15.416,,0.0,Kepler-band,15.403,,0.0,5571.0,200.0,-200.0,0.0,,,,,0.8,0.32,-0.32,0.0,2014-05-14,Kepler
2510,Kepler-227 c,3645.0,9.48 Earths,15.323,2014,Neptune-like,0.271 x Jupiter,0.29 AU,54.4 days,0.0,Kepler-227,Transit,,,,,,,,,,,0.277,0.14,-0.14,0.0,,,,,0,1,0,1,19h27m44.22s,291.934236,+48d08m29.9s,48.141651,1117.5,31.33,-31.33,0.0,1117.5,31.33,-31.33,0.0,15.347,,0.0,Kepler-band,15.323,,0.0,5854.0,200.0,-200.0,0.0,,,,,1.09,0.55,-0.55,0.0,2014-05-14,Kepler
2511,Kepler-228 b,5626.0,2.96 Earths,15.704,2014,Super Earth,1.53 x Earth,0.038 AU,2.6 days,0.0,Kepler-227,Transit,,,,,,,,,,,0.271,0.136,-0.136,0.0,,,,,1,1,0,1,19h27m44.22s,291.934236,+48d08m29.9s,48.141651,1117.5,31.33,-31.33,0.0,1117.5,31.33,-31.33,0.0,15.347,,0.0,Kepler-band,15.323,,0.0,5854.0,200.0,-200.0,0.0,,,,,1.09,0.55,-0.55,0.0,2014-05-14,Kepler
2512,Kepler-228 c,5626.0,7.75 Earths,15.704,2014,Neptune-like,0.241 x Jupiter,0.052 AU,4.1 days,0.0,Kepler-228,Transit,,,,,,,,,,,0.136,0.063,-0.063,0.0,,,,,0,1,0,1,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,1724.6,82.73,-82.73,0.0,1724.6,82.73,-82.73,0.0,15.714,,0.0,Kepler-band,15.704,,0.0,6043.0,200.0,-200.0,0.0,,,,,1.01,0.47,-0.47,0.0,2014-05-14,Kepler
2513,Kepler-228 d,5626.0,15.4 Earths,15.704,2014,Neptune-like,0.36 x Jupiter,0.101 AU,11.1 days,0.0,Kepler-228,Transit,,,,,,,,,,,0.241,0.111,-0.111,0.0,,,,,0,1,0,1,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,1724.6,82.73,-82.73,0.0,1724.6,82.73,-82.73,0.0,15.714,,0.0,Kepler-band,15.704,,0.0,6043.0,200.0,-200.0,0.0,,,,,1.01,0.47,-0.47,0.0,2014-05-14,Kepler
2514,Kepler-229 b,2759.0,5.48 Earths,15.826,2014,Neptune-like,2.2 x Earth,0.062 AU,6.3 days,0.0,Kepler-228,Transit,,,,,,,,,,,0.36,0.165,-0.165,0.0,,,,,0,1,0,1,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,1724.6,82.73,-82.73,0.0,1724.6,82.73,-82.73,0.0,15.714,,0.0,Kepler-band,15.704,,0.0,6043.0,200.0,-200.0,0.0,,,,,1.01,0.47,-0.47,0.0,2014-05-14,Kepler
2515,Kepler-229 c,2759.0,21.5 Earths,15.826,2014,Neptune-like,0.439 x Jupiter,0.117 AU,16.1 days,0.0,Kepler-229,Transit,,,,,,,,,,,0.196,0.07,-0.07,0.0,,,,,0,1,0,1,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,845.88,24.15,-24.15,0.0,845.88,24.15,-24.15,0.0,15.841,,0.0,Kepler-band,15.826,,0.0,5120.0,200.0,-200.0,0.0,,,,,0.73,0.26,-0.26,0.0,2014-05-14,Kepler
2516,Kepler-229 d,2759.0,14.2 Earths,15.826,2014,Neptune-like,0.343 x Jupiter,0.22 AU,41.2 days,0.0,Kepler-229,Transit,,,,,,,,,,,0.439,0.155,-0.155,0.0,,,,,0,1,0,1,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,845.88,24.15,-24.15,0.0,845.88,24.15,-24.15,0.0,15.841,,0.0,Kepler-band,15.826,,0.0,5120.0,200.0,-200.0,0.0,,,,,0.73,0.26,-0.26,0.0,2014-05-14,Kepler
2517,Kepler-22 b,620.0,36 Earths,11.644,2011,Super Earth,0.212 x Jupiter,0.849 AU,289.9 days,0.0,Kepler-229,Transit,,,,,,,,,,,0.343,0.123,-0.123,0.0,,,,,1,1,0,1,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,845.88,24.15,-24.15,0.0,845.88,24.15,-24.15,0.0,15.841,,0.0,Kepler-band,15.826,,0.0,5120.0,200.0,-200.0,0.0,,,,,0.73,0.26,-0.26,0.0,2014-05-14,Kepler
2518,Kepler-230 b,2468.0,16.8 Earths,15.073,2014,Neptune-like,0.38 x Jupiter,0.191 AU,32.6 days,0.0,Kepler-23,Transit,,,,,,0.8,,,1.0,Mass,0.17,,,0.0,,,,,1,1,0,1,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,856.34,11.79,-11.79,0.0,856.34,11.79,-11.79,0.0,13.438,,0.0,Kepler-band,13.401,,0.0,5828.0,100.0,-100.0,0.0,,,,,1.55,0.05,-0.05,0.0,2014-05-14,Kepler
2519,Kepler-230 c,2468.0,4.82 Earths,15.073,2014,Super Earth,2.04 x Earth,0.38 AU,91.8 days,0.0,Kepler-23,Transit,,,,,,2.7,,,1.0,Mass,0.285,,,0.0,,,,,1,1,0,1,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,856.34,11.79,-11.79,0.0,856.34,11.79,-11.79,0.0,13.438,,0.0,Kepler-band,13.401,,0.0,5828.0,100.0,-100.0,0.0,,,,,1.55,0.05,-0.05,0.0,2014-05-14,Kepler
2520,Kepler-231 b,1042.0,35.4 Earths,15.39,2014,Super Earth,1.73 x Earth,0.074 AU,10.1 days,0.0,Kepler-23,Transit,,,,,,,,,,,0.196,0.008,-0.008,0.0,,,,,1,1,0,1,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,856.34,11.79,-11.79,0.0,856.34,11.79,-11.79,0.0,13.438,,0.0,Kepler-band,13.401,,0.0,5828.0,100.0,-100.0,0.0,,,,,1.55,0.05,-0.05,0.0,2014-05-14,Kepler
2521,Kepler-231 c,1042.0,24.1 Earths,15.39,2014,Super Earth,1.93 x Earth,0.114 AU,19.3 days,0.0,Kepler-230,Transit,,,,,,,,,,,0.38,0.194,-0.194,0.0,,,,,1,1,0,1,19h02m52.45s,285.718538,+48d30m21.1s,48.505859,756.73,14.1,-14.1,0.0,756.73,14.1,-14.1,0.0,15.082,,0.0,Kepler-band,15.073,,0.0,5588.0,200.0,-200.0,0.0,,,,,0.82,0.41,-0.41,0.0,2014-05-14,Kepler
